,clip_name,clip_genre,context_word,clip_context_PAIR,expName,PROLIFIC_PID,File_ID,date,descr_THOUGHT.text,rating_music_prompted.response,rating_spontaneity.response,rating_novelty.response,rating_familiarity.response,rating_enjoyment.response,demographics.headphones,demographics.age,demographics.gender,demographics.livingCountry,demographics.birthCountry,demographics.nativeLanguage,demographics.otherLanguage,demographics.otherLanguageText,demographics.hearingImpariments,demographics.hearingImpairmentsText,demographics.education,demographics.musicianIdentification,demographics.feedback,descr_THOUGHT.text_corrected,METdescr_prepLVL1,METdescr_prepLVL1A,METdescr_prepLVL2,METdescr_prepLVL2A
2018,Ele_MED_19,Electronic,video game,VIDEOGAME-Ele_MED_19,clip_context_g4,67606c975d33dc79c280063e,clip_context_g4_67606c975d33dc79c280063e_903086.csv,2025-07-01_10h49.47.866,When a charachter is deciding to change their ways from negative to positive. it sounds somewhat motivational,4.0,3.0,3.0,2,5,True,23,Male,United Kingdom,United Kingdom,English,False,,False,,5,2,No thank you,when a character is deciding to change their ways from negative to positive it sounds somewhat motivational,when a character is deciding to change their ways from negative to positive it somewhat motivational,when a character is deciding to change their ways from negative to positive it sounds somewhat motivational,character decide change way negative positive somewhat motivational,character decide change way negative positive sound somewhat motivational
2020,Met_MED_19,Metal,movie,MOVIE-Met_MED_19,clip_context_g4,67606c975d33dc79c280063e,clip_context_g4_67606c975d33dc79c280063e_903086.csv,2025-07-01_10h49.47.866,Like a cool montage but from a cartoon rather than an actual movie,3.0,2.0,4.0,2,3,True,23,Male,United Kingdom,United Kingdom,English,False,,False,,5,2,No thank you,like a cool montage but from a cartoon rather than an actual movie,a cool montage but from a cartoon rather than an actual,like a cool montage but from a cartoon rather than an actual,cool montage cartoon rather actual,like cool montage cartoon rather actual
2021,80s_MED_08,80s,bar ,BAR-80s_MED_08,clip_context_g4,67606c975d33dc79c280063e,clip_context_g4_67606c975d33dc79c280063e_903086.csv,2025-07-01_10h49.47.866,like a jazz music band performing in a bar,5.0,3.0,3.0,3,4,True,23,Male,United Kingdom,United Kingdom,English,False,,False,,5,2,No thank you,like a jazz music band performing in a bar,a performing in a,like a performing in a,perform,like perform
2022,80s_MED_13,80s,video game,VIDEOGAME-80s_MED_13,clip_context_g4,67606c975d33dc79c280063e,clip_context_g4_67606c975d33dc79c280063e_903086.csv,2025-07-01_10h49.47.866,This most certainly sounds like its from a video game. I imagine it is from the main menu of the game where the user can select the mode they want to play,5.0,3.0,3.0,4,5,True,23,Male,United Kingdom,United Kingdom,English,False,,False,,5,2,No thank you,this most certainly sounds like its from a video game i imagine it is from the main menu of the game where the user can select the mode they want to play,this most certainly its from a i it is from the main menu of the where the user can select the mode they want to,this most certainly sounds like its from a i imagine it is from the main menu of the where the user can select the mode they want to,certainly main menu user select mode want,certainly sound like imagine main menu user select mode want
2023,Met_LOW_09,Metal,video game,VIDEOGAME-Met_LOW_09,clip_context_g4,67606c975d33dc79c280063e,clip_context_g4_67606c975d33dc79c280063e_903086.csv,2025-07-01_10h49.47.866,Sounds like it is from a difficult level of a video game. It seems like challenging times sounds,2.0,2.0,4.0,2,2,True,23,Male,United Kingdom,United Kingdom,English,False,,False,,5,2,No thank you,sounds like it is from a difficult level of a video game it seems like challenging times sounds,it is from a difficult level of a it seems challenging times,sounds like it is from a difficult level of a it seems like challenging times sounds,difficult level seem challenge time,sound like difficult level seem like challenge time sound
2024,Jaz_MED_07,Jazz,bar ,BAR-Jaz_MED_07,clip_context_g4,67606c975d33dc79c280063e,clip_context_g4_67606c975d33dc79c280063e_903086.csv,2025-07-01_10h49.47.866,Sounds like it is from a bar but from a bar that is in a hotel maybe,3.0,2.0,2.0,3,5,True,23,Male,United Kingdom,United Kingdom,English,False,,False,,5,2,No thank you,sounds like it is from a bar but from a bar that is in a hotel maybe,it is from a but from a that is in a hotel maybe,sounds like it is from a but from a that is in a hotel maybe,hotel maybe,sound like hotel maybe
2025,Ele_MED_20,Electronic,movie,MOVIE-Ele_MED_20,clip_context_g4,67606c975d33dc79c280063e,clip_context_g4_67606c975d33dc79c280063e_903086.csv,2025-07-01_10h49.47.866,The music sounds like a relief. Maybe from a long movie that is full of hardships but finally in the end something good and peaceful happens and thats when the music plays,3.0,2.0,3.0,3,4,True,23,Male,United Kingdom,United Kingdom,English,False,,False,,5,2,No thank you,the music sounds like a relief maybe from a long movie that is full of hardships but finally in the end something good and peaceful happens and that is when the music plays,the a relief maybe from a long that is full of hardships but finally in the end something good and peaceful happens and that is when the,the sounds like a relief maybe from a long that is full of hardships but finally in the end something good and peaceful happens and that is when the,relief maybe long full hardship finally end something good peaceful happens,sound like relief maybe long full hardship finally end something good peaceful happens
2029,Met_MED_20,Metal,concert ,CONCERT-Met_MED_20,clip_context_g4,67606c975d33dc79c280063e,clip_context_g4_67606c975d33dc79c280063e_903086.csv,2025-07-01_10h49.47.866,This is very fitting for a concert. Seems like a rockstar playing guitar,4.0,1.0,3.0,2,2,True,23,Male,United Kingdom,United Kingdom,English,False,,False,,5,2,No thank you,this is very fitting for a concert seems like a rockstar playing guitar,this is very fitting for a seems a rockstar,this is very fitting for a seems like a rockstar,fitting seem rockstar,fitting seem like rockstar
2031,80s_LOW_06,80s,movie,MOVIE-80s_LOW_06,clip_context_g4,67606c975d33dc79c280063e,clip_context_g4_67606c975d33dc79c280063e_903086.csv,2025-07-01_10h49.47.866,This sounds like an end credit scene from a movie that could either be a comedy or a rom-com,4.0,3.0,4.0,2,3,True,23,Male,United Kingdom,United Kingdom,English,False,,False,,5,2,No thank you,this sounds like an end credit scene from a movie that could either be a comedy or a romantic comedy,this an end credit from a that could either be a comedy or a romantic comedy,this sounds like an end credit scene from a that could either be a comedy or a romantic comedy,end credit could either comedy romantic comedy,sound like end credit scene could either comedy romantic comedy
2032,Jaz_MED_02,Jazz,video game,VIDEOGAME-Jaz_MED_02,clip_context_g4,67812c5eaee116e2a9b2bdaa,clip_context_g4_67812c5eaee116e2a9b2bdaa_352353.csv,2025-07-01_08h10.58.339,"As soon as the music started, I thought of a classical game set in the early 1900s. The first game that came to mind was Mafia. That game is set in the 1920s and I loved listening to the old Jazz tunes on the radio. That music is very soothing. I could drive around listening to it for hours.",5.0,5.0,3.0,2,5,True,28,Male,United States,United States,English,False,,False,,5,3,"This was an amazing study. I got to listen to so many types of music and try to imagine the times where I've heard it, while taking a small trip down memory lane thinking of games I've played in the past or music I listened to as a kid. Great job!!",as soon as the music started i thought of a classical game set in the early 1900s the first game that came to mind was mafia that game is set in the 1920s and i loved listening to the old jazz tunes on the radio that music is very soothing i could drive around listening to it for hours,as soon as the started i of a classical set in the early 1900s the first that came to mind was mafia that is set in the 1920s and i loved listening to the old tunes on the radio that is very soothing i could drive around listening to it for hours,as soon as the started i thought of a classical set in the early 1900s the first that came to mind was mafia that is set in the 1920s and i loved listening to the old tunes on the radio that is very soothing i could drive around listening to it for hours,soon start classical set early first come mind mafia set love listen old tune radio soothing could drive around listen hour,soon start thought classical set early first come mind mafia set love listen old tune radio soothing could drive around listen hour
2033,80s_MED_08,80s,bar ,BAR-80s_MED_08,clip_context_g4,67812c5eaee116e2a9b2bdaa,clip_context_g4_67812c5eaee116e2a9b2bdaa_352353.csv,2025-07-01_08h10.58.339,"This music sounded like something you would hear in a classical diner as well. Immediately I go back to my early 20s when my friends and I would go to a Dennys at 2 in the morning and hear this kind of music. They would have the jukebox playing, and you could go and pay to have other songs played. It was always great when this style of music was on.",5.0,5.0,1.0,2,5,True,28,Male,United States,United States,English,False,,False,,5,3,"This was an amazing study. I got to listen to so many types of music and try to imagine the times where I've heard it, while taking a small trip down memory lane thinking of games I've played in the past or music I listened to as a kid. Great job!!",this music sounded like something you would hear in a classical diner as well immediately i go back to my early 20s when my friends and i would go to a dennys at 2 in the morning and hear this kind of music they would have the jukebox playing and you could go and pay to have other songs played it was always great when this style of music was on,this something you would hear in a classical diner as well immediately i go back to my early 20s when my friends and i would go to a dennys at 2 in the morning and hear this kind of they would have the jukebox and you could go and pay to have other played it was always great when this style of was on,this sounded like something you would hear in a classical diner as well immediately i go back to my early 20s when my friends and i would go to a dennys at 2 in the morning and hear this kind of they would have the jukebox and you could go and pay to have other played it was always great when this style of was on,something would hear classical diner well immediately go back early friend would go dennys morning hear kind would jukebox could go pay always great style,sound like something would hear classical diner well immediately go back early friend would go dennys morning hear kind would jukebox could go pay always great style
2034,80s_LOW_02,80s,concert ,CONCERT-80s_LOW_02,clip_context_g4,67812c5eaee116e2a9b2bdaa,clip_context_g4_67812c5eaee116e2a9b2bdaa_352353.csv,2025-07-01_08h10.58.339,"This sounded like intro music to a video game or movie. I feel like I've heard similar music in games especially like Mafia, since that game is set in the early 1900s. I've also heard music like this played in the intro to a movie when they are bringing all of the characters in.",4.0,3.0,3.0,1,4,True,28,Male,United States,United States,English,False,,False,,5,3,"This was an amazing study. I got to listen to so many types of music and try to imagine the times where I've heard it, while taking a small trip down memory lane thinking of games I've played in the past or music I listened to as a kid. Great job!!",this sounded like introduction music to a video game or movie i feel like i have heard similar music in games especially like mafia since that game is set in the early 1900s i have also heard music like this played in the introduction to a movie when they are bringing all of the characters in,this introduction to a or i feel i have heard similar in especially mafia since that is set in the early 1900s i have also heard this played in the introduction to a when they are bringing all of the characters in,this sounded like introduction to a or i feel like i have heard similar in especially like mafia since that is set in the early 1900s i have also heard like this played in the introduction to a when they are bringing all of the characters in,introduction feel hear similar especially mafia since set early also hear introduction bring character,sound like introduction feel like hear similar especially like mafia since set early also hear like introduction bring character
2036,Met_LOW_14,Metal,bar ,BAR-Met_LOW_14,clip_context_g4,67812c5eaee116e2a9b2bdaa,clip_context_g4_67812c5eaee116e2a9b2bdaa_352353.csv,2025-07-01_08h10.58.339,"Similar to the last sound that was played, this sounds more like an end-game boss fight in a video game as opposed to something you would hear in a bar. When I think of bar, I don't think of this music. This music also reminds me of being on the final boss of a game, and having to truly lock in to beat the boss.",5.0,5.0,1.0,3,5,True,28,Male,United States,United States,English,False,,False,,5,3,"This was an amazing study. I got to listen to so many types of music and try to imagine the times where I've heard it, while taking a small trip down memory lane thinking of games I've played in the past or music I listened to as a kid. Great job!!",similar to the last sound that was played this sounds more like an endgame boss fight in a video game as opposed to something you would hear in a bar when i think of bar i do not think of this music this music also reminds me of being on the final boss of a game and having to truly lock in to beat the boss,similar to the last that was played this more an endgame boss fight in a as opposed to something you would hear in a when i of i do not of this this also me of being on the final boss of a and having to truly lock in to beat the boss,similar to the last sound that was played this sounds more like an endgame boss fight in a as opposed to something you would hear in a when i think of i do not think of this this also reminds me of being on the final boss of a and having to truly lock in to beat the boss,similar last endgame bos fight oppose something would hear also final bos truly lock beat bos,similar last sound sound like endgame bos fight oppose something would hear think think also remind final bos truly lock beat bos
2037,Ele_LOW_14,Electronic,concert ,CONCERT-Ele_LOW_14,clip_context_g4,67812c5eaee116e2a9b2bdaa,clip_context_g4_67812c5eaee116e2a9b2bdaa_352353.csv,2025-07-01_08h10.58.339,This sound reminded me of music from the old Sonic the Hedgehog games. This is the kind of music you would hear while playing through the futuristic style levels. It was a great representation of that and made me feel like I was playing the level again.,5.0,4.0,1.0,3,4,True,28,Male,United States,United States,English,False,,False,,5,3,"This was an amazing study. I got to listen to so many types of music and try to imagine the times where I've heard it, while taking a small trip down memory lane thinking of games I've played in the past or music I listened to as a kid. Great job!!",this sound reminded me of music from the old sonic the hedgehog games this is the kind of music you would hear while playing through the futuristic style levels it was a great representation of that and made me feel like i was playing the level again,this reminded me of from the old sonic the hedgehog this is the kind of you would hear while through the futuristic style levels it was a great representation of that and me feel i was the level again,this sound reminded me of from the old sonic the hedgehog this is the kind of you would hear while through the futuristic style levels it was a great representation of that and made me feel like i was the level again,old sonic hedgehog kind would hear futuristic style level great representation feel level,sound remind old sonic hedgehog kind would hear futuristic style level great representation make feel like level
2038,Ele_MED_20,Electronic,movie,MOVIE-Ele_MED_20,clip_context_g4,67812c5eaee116e2a9b2bdaa,clip_context_g4_67812c5eaee116e2a9b2bdaa_352353.csv,2025-07-01_08h10.58.339,"This sounded like something I would put on in the morning when trying to relax or read before work. I like to listen to the ""calm your anxiety"" sounds before work, and I hear stuff like this all the time. It soothes your brain and gets you relaxed.",3.0,4.0,1.0,1,3,True,28,Male,United States,United States,English,False,,False,,5,3,"This was an amazing study. I got to listen to so many types of music and try to imagine the times where I've heard it, while taking a small trip down memory lane thinking of games I've played in the past or music I listened to as a kid. Great job!!",this sounded like something i would put on in the morning when trying to relax or read before work i like to listen to the calm your anxiety sounds before work and i hear stuff like this all the time it soothes your brain and gets you relaxed,this something i would put on in the morning when trying to relax or read before work i to listen to the calm your anxiety before work and i hear stuff this all the time it soothes your brain and gets you relaxed,this sounded like something i would put on in the morning when trying to relax or read before work i like to listen to the calm your anxiety sounds before work and i hear stuff like this all the time it soothes your brain and gets you relaxed,something would put morning try relax read work listen calm anxiety work hear stuff time soothe brain get relax,sound like something would put morning try relax read work like listen calm anxiety sound work hear stuff like time soothe brain get relax
2040,80s_LOW_06,80s,movie,MOVIE-80s_LOW_06,clip_context_g4,67812c5eaee116e2a9b2bdaa,clip_context_g4_67812c5eaee116e2a9b2bdaa_352353.csv,2025-07-01_08h10.58.339,"This sounded like an introduction song to a sitcom such as full house or Rosanne. My mind instantly went to an image of the screen introducing the characters, them doing a silly pose or something, and then moving onto the next character.",5.0,5.0,1.0,2,4,True,28,Male,United States,United States,English,False,,False,,5,3,"This was an amazing study. I got to listen to so many types of music and try to imagine the times where I've heard it, while taking a small trip down memory lane thinking of games I've played in the past or music I listened to as a kid. Great job!!",this sounded like an introduction song to a sitcom such as full house or rosanne my mind instantly went to an image of the screen introducing the characters them doing a silly pose or something and then moving onto the next character,this an introduction to a sitcom such as full house or rosanne my mind instantly went to an of the screen introducing the characters them doing a silly pose or something and then moving onto the next character,this sounded like an introduction to a sitcom such as full house or rosanne my mind instantly went to an image of the screen introducing the characters them doing a silly pose or something and then moving onto the next character,introduction sitcom full house rosanne mind instantly go screen introduce character silly pose something move onto next character,sound like introduction sitcom full house rosanne mind instantly go image screen introduce character silly pose something move onto next character
2041,Met_MED_20,Metal,concert ,CONCERT-Met_MED_20,clip_context_g4,67812c5eaee116e2a9b2bdaa,clip_context_g4_67812c5eaee116e2a9b2bdaa_352353.csv,2025-07-01_08h10.58.339,"My mind instantly went to avenged sevenfold. They were one of my favorite bands growing up, and this sounded exactly like something I've heard before. The guitar solos really gave me an uplifting mood and made me sit up in my chair. I love music like this, especially while working out or driving in the afternoons.",5.0,5.0,1.0,4,5,True,28,Male,United States,United States,English,False,,False,,5,3,"This was an amazing study. I got to listen to so many types of music and try to imagine the times where I've heard it, while taking a small trip down memory lane thinking of games I've played in the past or music I listened to as a kid. Great job!!",my mind instantly went to avenged sevenfold they were one of my favorite bands growing up and this sounded exactly like something i have heard before the guitar solos really gave me an uplifting mood and made me sit up in my chair i love music like this especially while working out or driving in the afternoons,my mind instantly went to avenged sevenfold they were one of my favorite bands growing up and this exactly something i have heard before the solos really gave me an uplifting mood and me sit up in my chair i love this especially while working out or driving in the afternoons,my mind instantly went to avenged sevenfold they were one of my favorite bands growing up and this sounded exactly like something i have heard before the solos really gave me an uplifting mood and made me sit up in my chair i love like this especially while working out or driving in the afternoons,mind instantly go avenge sevenfold one favorite grow exactly something hear solo really give uplifting mood sit chair love especially work drive afternoon,mind instantly go avenge sevenfold one favorite grow sound exactly like something hear solo really give uplifting mood make sit chair love like especially work drive afternoon
2042,Ele_MED_19,Electronic,video game,VIDEOGAME-Ele_MED_19,clip_context_g4,67812c5eaee116e2a9b2bdaa,clip_context_g4_67812c5eaee116e2a9b2bdaa_352353.csv,2025-07-01_08h10.58.339,"When the music first started, the first thing that came to my mind was the slow and depressing music of a character dying in a video game. Once the bass kicked in, I was thrown off by that and my mind shifted more towards two people hanging out and the music just being used to drown out the conversations they are having.",5.0,3.0,4.0,1,2,True,28,Male,United States,United States,English,False,,False,,5,3,"This was an amazing study. I got to listen to so many types of music and try to imagine the times where I've heard it, while taking a small trip down memory lane thinking of games I've played in the past or music I listened to as a kid. Great job!!",when the music first started the first thing that came to my mind was the slow and depressing music of a character dying in a video game once the bass kicked in i was thrown off by that and my mind shifted more towards two people hanging out and the music just being used to drown out the conversations they are having,when the first started the first thing that came to my mind was the slow and depressing of a character dying in a once the bass kicked in i was thrown off by that and my mind shifted more towards two people hanging out and the just being used to drown out the conversations they are having,when the first started the first thing that came to my mind was the slow and depressing of a character dying in a once the bass kicked in i was thrown off by that and my mind shifted more towards two people hanging out and the just being used to drown out the conversations they are having,first start first thing come mind slow depress character die bass kick throw mind shift towards two people hang use drown conversation,first start first thing come mind slow depress character die bass kick throw mind shift towards two people hang use drown conversation
2043,Jaz_LOW_19,Jazz,movie,MOVIE-Jaz_LOW_19,clip_context_g4,67812c5eaee116e2a9b2bdaa,clip_context_g4_67812c5eaee116e2a9b2bdaa_352353.csv,2025-07-01_08h10.58.339,"Similar to the last tune, my mind shifted halfway into the recording. The first part of the recording sounded like a bowser boss fight in the older mario games. Once the jazz music kicked in, my mind shifted to being in a coffee shop listening to jazz music while drinking coffee.",4.0,3.0,1.0,2,4,True,28,Male,United States,United States,English,False,,False,,5,3,"This was an amazing study. I got to listen to so many types of music and try to imagine the times where I've heard it, while taking a small trip down memory lane thinking of games I've played in the past or music I listened to as a kid. Great job!!",similar to the last tune my mind shifted halfway into the recording the first part of the recording sounded like a bowser boss fight in the older mario games once the jazz music kicked in my mind shifted to being in a coffee shop listening to jazz music while drinking coffee,similar to the last tune my mind shifted halfway into the recording the first part of the recording a bowser boss fight in the older mario once the kicked in my mind shifted to being in a coffee shop listening to while drinking coffee,similar to the last tune my mind shifted halfway into the recording the first part of the recording sounded like a bowser boss fight in the older mario once the kicked in my mind shifted to being in a coffee shop listening to while drinking coffee,similar last tune mind shift halfway record first part recording bowser bos fight old mario kick mind shift coffee shop listen drink coffee,similar last tune mind shift halfway record first part recording sound like bowser bos fight old mario kick mind shift coffee shop listen drink coffee
2044,Met_MED_19,Metal,movie,MOVIE-Met_MED_19,clip_context_g4,67812c5eaee116e2a9b2bdaa,clip_context_g4_67812c5eaee116e2a9b2bdaa_352353.csv,2025-07-01_08h10.58.339,My mind instantly went back to Avenged Sevenfold from a previous song in this study. I love this kind of music and instantly got me hyped up more. I envisioned myself in my car listening to something like this after work and jamming out to the drums especially.,5.0,5.0,1.0,3,5,True,28,Male,United States,United States,English,False,,False,,5,3,"This was an amazing study. I got to listen to so many types of music and try to imagine the times where I've heard it, while taking a small trip down memory lane thinking of games I've played in the past or music I listened to as a kid. Great job!!",my mind instantly went back to avenged sevenfold from a previous song in this study i love this kind of music and instantly got me hyped up more i envisioned myself in my car listening to something like this after work and jamming out to the drums especially,my mind instantly went back to avenged sevenfold from a previous in this study i love this kind of and instantly got me hyped up more i envisioned myself in my car listening to something this after work and jamming out to the especially,my mind instantly went back to avenged sevenfold from a previous in this study i love this kind of and instantly got me hyped up more i envisioned myself in my car listening to something like this after work and jamming out to the especially,mind instantly go back avenge sevenfold previous study love kind instantly get hype envision car listen something work jam especially,mind instantly go back avenge sevenfold previous study love kind instantly get hype envision car listen something like work jam especially
2046,Ele_LOW_09,Electronic,bar ,BAR-Ele_LOW_09,clip_context_g4,67812c5eaee116e2a9b2bdaa,clip_context_g4_67812c5eaee116e2a9b2bdaa_352353.csv,2025-07-01_08h10.58.339,"This is the most common music that I listen to when I work out. I instantly start thinking of when I am doing cardio, and syncing the time that I start to speed up to the bass drop. Music like this makes me want to keep going even when I am tired, which is why I love it so much.",5.0,5.0,1.0,3,5,True,28,Male,United States,United States,English,False,,False,,5,3,"This was an amazing study. I got to listen to so many types of music and try to imagine the times where I've heard it, while taking a small trip down memory lane thinking of games I've played in the past or music I listened to as a kid. Great job!!",this is the most common music that i listen to when i work out i instantly start thinking of when i am doing cardio and syncing the time that i start to speed up to the bass drop music like this makes me want to keep going even when i am tired which is why i love it so much,this is the most common that i listen to when i work out i instantly start of when i am doing cardio and syncing the time that i start to speed up to the bass drop this me want to keep going even when i am tired which is why i love it so much,this is the most common that i listen to when i work out i instantly start thinking of when i am doing cardio and syncing the time that i start to speed up to the bass drop like this makes me want to keep going even when i am tired which is why i love it so much,common listen work instantly start cardio sync time start speed bass drop want keep go even tire love much,common listen work instantly start thinking cardio sync time start speed bass drop like make want keep go even tire love much
2047,Jaz_MED_07,Jazz,bar ,BAR-Jaz_MED_07,clip_context_g4,67812c5eaee116e2a9b2bdaa,clip_context_g4_67812c5eaee116e2a9b2bdaa_352353.csv,2025-07-01_08h10.58.339,"This sounded a lot like something I would hear in one of my ambiance sounds videos on youtube. When I get into a mood to read or just relax and lay down, I love to put on sounds like this, close my eyes, and imagine I am in a coffee shop with someone playing jazz music while I watch or read a book.",5.0,5.0,4.0,3,5,True,28,Male,United States,United States,English,False,,False,,5,3,"This was an amazing study. I got to listen to so many types of music and try to imagine the times where I've heard it, while taking a small trip down memory lane thinking of games I've played in the past or music I listened to as a kid. Great job!!",this sounded a lot like something i would hear in one of my ambiance sounds videos on youtube when i get into a mood to read or just relax and lay down i love to put on sounds like this close my eyes and imagine i am in a coffee shop with someone playing jazz music while i watch or read a book,this a lot something i would hear in one of my ambiance on youtube when i get into a mood to read or just relax and lay down i love to put on this close my eyes and i am in a coffee shop with someone while i watch or read a book,this sounded a lot like something i would hear in one of my ambiance sounds on youtube when i get into a mood to read or just relax and lay down i love to put on sounds like this close my eyes and imagine i am in a coffee shop with someone while i watch or read a book,lot something would hear one ambiance youtube get mood read relax lay love put close eye coffee shop someone watch read book,sound lot like something would hear one ambiance sound youtube get mood read relax lay love put sound like close eye imagine coffee shop someone watch read book
2048,Met_MED_19,Metal,movie,MOVIE-Met_MED_19,clip_context_g4,67f01fa0e63319ca919878ca,clip_context_g4_67f01fa0e63319ca919878ca_584156.csv,2025-07-01_06h50.51.946,"An intense movie scene, alot of action either racing, running or a fight scene",4.0,2.0,3.0,1,3,True,26,Female,United States,United States,English,False,,False,,5,2,,an intense movie scene a lot of action either racing running or a fight scene,an intense a lot of action either racing running or a fight,an intense scene a lot of action either racing running or a fight scene,intense lot action either race running fight,intense scene lot action either race running fight scene
2049,80s_MED_13,80s,video game,VIDEOGAME-80s_MED_13,clip_context_g4,67f01fa0e63319ca919878ca,clip_context_g4_67f01fa0e63319ca919878ca_584156.csv,2025-07-01_06h50.51.946,"The start of a game, you just click on the initial prompt and now you are at the beginning of the game",4.0,2.0,3.0,1,3,True,26,Female,United States,United States,English,False,,False,,5,2,,the start of a game you just click on the initial prompt and now you are at the beginning of the game,the start of a you just click on the initial prompt and now you are at the beginning of the,the start of a you just click on the initial prompt and now you are at the beginning of the,start click initial prompt beginning,start click initial prompt beginning
2050,Jaz_MED_07,Jazz,bar ,BAR-Jaz_MED_07,clip_context_g4,67f01fa0e63319ca919878ca,clip_context_g4_67f01fa0e63319ca919878ca_584156.csv,2025-07-01_06h50.51.946,Scene at a jazz bar with the palyer in the music and everyone else dancing to the tunes,4.0,2.0,3.0,1,4,True,26,Female,United States,United States,English,False,,False,,5,2,,scene at a jazz bar with the player in the music and everyone else dancing to the tunes,at a with the player in the and everyone else dancing to the tunes,scene at a with the player in the and everyone else dancing to the tunes,player everyone else dance tune,scene player everyone else dance tune
2052,Met_LOW_09,Metal,video game,VIDEOGAME-Met_LOW_09,clip_context_g4,67f01fa0e63319ca919878ca,clip_context_g4_67f01fa0e63319ca919878ca_584156.csv,2025-07-01_06h50.51.946,End of a race of fight scene when the victor is celebrating the win,4.0,4.0,4.0,1,2,True,26,Female,United States,United States,English,False,,False,,5,2,,end of a race of fight scene when the victor is celebrating the win,end of a race of fight when the victor is celebrating the win,end of a race of fight scene when the victor is celebrating the win,end race fight victor celebrate,end race fight scene victor celebrate
2053,Ele_LOW_09,Electronic,bar ,BAR-Ele_LOW_09,clip_context_g4,67f01fa0e63319ca919878ca,clip_context_g4_67f01fa0e63319ca919878ca_584156.csv,2025-07-01_06h50.51.946,The DJ bringing everyone to start dancing,4.0,4.0,4.0,1,2,True,26,Female,United States,United States,English,False,,False,,5,2,,the dj bringing everyone to start dancing,the dj bringing everyone to start dancing,the dj bringing everyone to start dancing,dj bring everyone start dance,dj bring everyone start dance
2054,Jaz_LOW_21,Jazz,concert ,CONCERT-Jaz_LOW_21,clip_context_g4,67f01fa0e63319ca919878ca,clip_context_g4_67f01fa0e63319ca919878ca_584156.csv,2025-07-01_06h50.51.946,The spot light is on one of the player and the is now showcasing their skills,4.0,4.0,3.0,1,4,True,26,Female,United States,United States,English,False,,False,,5,2,,the spot light is on one of the player and the is now showcasing their skills,the spot light is on one of the player and the is now showcasing their skills,the spot light is on one of the player and the is now showcasing their skills,spot light one player showcasing skill,spot light one player showcasing skill
2055,80s_LOW_06,80s,movie,MOVIE-80s_LOW_06,clip_context_g4,67f01fa0e63319ca919878ca,clip_context_g4_67f01fa0e63319ca919878ca_584156.csv,2025-07-01_06h50.51.946,Two people dancing in each others hands with the world behind them,4.0,4.0,4.0,1,2,True,26,Female,United States,United States,English,False,,False,,5,2,,two people dancing in each others hands with the world behind them,two people dancing in each others hands with the world behind them,two people dancing in each others hands with the world behind them,two people dance others hand world behind,two people dance others hand world behind
2057,Met_MED_20,Metal,concert ,CONCERT-Met_MED_20,clip_context_g4,67f01fa0e63319ca919878ca,clip_context_g4_67f01fa0e63319ca919878ca_584156.csv,2025-07-01_06h50.51.946,The climate of a song where everyone is into the music,4.0,3.0,3.0,1,2,True,26,Female,United States,United States,English,False,,False,,5,2,,the climate of a song where everyone is into the music,the climate of a where everyone is into the,the climate of a where everyone is into the,climate everyone,climate everyone
2058,80s_MED_08,80s,bar ,BAR-80s_MED_08,clip_context_g4,67f01fa0e63319ca919878ca,clip_context_g4_67f01fa0e63319ca919878ca_584156.csv,2025-07-01_06h50.51.946,People dancing on the dance floor casually,4.0,4.0,4.0,1,2,True,26,Female,United States,United States,English,False,,False,,5,2,,people dancing on the dance floor casually,people dancing on the dance floor casually,people dancing on the dance floor casually,people dance dance floor casually,people dance dance floor casually
2059,Ele_MED_20,Electronic,movie,MOVIE-Ele_MED_20,clip_context_g4,67f01fa0e63319ca919878ca,clip_context_g4_67f01fa0e63319ca919878ca_584156.csv,2025-07-01_06h50.51.946,Entry scene to a modern city skyline,4.0,4.0,4.0,1,2,True,26,Female,United States,United States,English,False,,False,,5,2,,entry scene to a modern city skyline,entry to a modern city skyline,entry scene to a modern city skyline,entry modern city skyline,entry scene modern city skyline
2060,Ele_MED_19,Electronic,video game,VIDEOGAME-Ele_MED_19,clip_context_g4,67f01fa0e63319ca919878ca,clip_context_g4_67f01fa0e63319ca919878ca_584156.csv,2025-07-01_06h50.51.946,"The beginning of an adventure, everyone gathered together to start the journey",4.0,4.0,4.0,1,3,True,26,Female,United States,United States,English,False,,False,,5,2,,the beginning of an adventure everyone gathered together to start the journey,the beginning of an adventure everyone gathered together to start the journey,the beginning of an adventure everyone gathered together to start the journey,beginning adventure everyone gather together start journey,beginning adventure everyone gather together start journey
2062,80s_LOW_02,80s,concert ,CONCERT-80s_LOW_02,clip_context_g4,67f01fa0e63319ca919878ca,clip_context_g4_67f01fa0e63319ca919878ca_584156.csv,2025-07-01_06h50.51.946,"A romantic scene, people dancing in each others arms",4.0,4.0,4.0,1,4,True,26,Female,United States,United States,English,False,,False,,5,2,,a romantic scene people dancing in each others arms,a romantic people dancing in each others arms,a romantic scene people dancing in each others arms,romantic people dance others arm,romantic scene people dance others arm
