,clip_name,clip_genre,context_word,clip_context_PAIR,expName,PROLIFIC_PID,File_ID,date,descr_THOUGHT.text,rating_music_prompted.response,rating_spontaneity.response,rating_novelty.response,rating_familiarity.response,rating_enjoyment.response,demographics.headphones,demographics.age,demographics.gender,demographics.livingCountry,demographics.birthCountry,demographics.nativeLanguage,demographics.otherLanguage,demographics.otherLanguageText,demographics.hearingImpariments,demographics.hearingImpairmentsText,demographics.education,demographics.musicianIdentification,demographics.feedback
2049,80s_MED_13,80s,video game,VIDEOGAME-80s_MED_13,clip_context_g4,67f01fa0e63319ca919878ca,clip_context_g4_67f01fa0e63319ca919878ca_584156.csv,2025-07-01_06h50.51.946,"The start of a game, you just click on the initial prompt and now you are at the beginning of the game",4.0,2.0,3.0,1,3,True,26,Female,United States,United States,English,False,,False,,5,2,
2050,Jaz_MED_07,Jazz,bar ,BAR-Jaz_MED_07,clip_context_g4,67f01fa0e63319ca919878ca,clip_context_g4_67f01fa0e63319ca919878ca_584156.csv,2025-07-01_06h50.51.946,Scene at a jazz bar with the palyer in the music and everyone else dancing to the tunes,4.0,2.0,3.0,1,4,True,26,Female,United States,United States,English,False,,False,,5,2,
2052,Met_LOW_09,Metal,video game,VIDEOGAME-Met_LOW_09,clip_context_g4,67f01fa0e63319ca919878ca,clip_context_g4_67f01fa0e63319ca919878ca_584156.csv,2025-07-01_06h50.51.946,End of a race of fight scene when the victor is celebrating the win,4.0,4.0,4.0,1,2,True,26,Female,United States,United States,English,False,,False,,5,2,
2053,Ele_LOW_09,Electronic,bar ,BAR-Ele_LOW_09,clip_context_g4,67f01fa0e63319ca919878ca,clip_context_g4_67f01fa0e63319ca919878ca_584156.csv,2025-07-01_06h50.51.946,The DJ bringing everyone to start dancing,4.0,4.0,4.0,1,2,True,26,Female,United States,United States,English,False,,False,,5,2,
2054,Jaz_LOW_21,Jazz,concert ,CONCERT-Jaz_LOW_21,clip_context_g4,67f01fa0e63319ca919878ca,clip_context_g4_67f01fa0e63319ca919878ca_584156.csv,2025-07-01_06h50.51.946,The spot light is on one of the player and the is now showcasing their skills,4.0,4.0,3.0,1,4,True,26,Female,United States,United States,English,False,,False,,5,2,
2055,80s_LOW_06,80s,movie,MOVIE-80s_LOW_06,clip_context_g4,67f01fa0e63319ca919878ca,clip_context_g4_67f01fa0e63319ca919878ca_584156.csv,2025-07-01_06h50.51.946,Two people dancing in each others hands with the world behind them,4.0,4.0,4.0,1,2,True,26,Female,United States,United States,English,False,,False,,5,2,
2057,Met_MED_20,Metal,concert ,CONCERT-Met_MED_20,clip_context_g4,67f01fa0e63319ca919878ca,clip_context_g4_67f01fa0e63319ca919878ca_584156.csv,2025-07-01_06h50.51.946,The climate of a song where everyone is into the music,4.0,3.0,3.0,1,2,True,26,Female,United States,United States,English,False,,False,,5,2,
2058,80s_MED_08,80s,bar ,BAR-80s_MED_08,clip_context_g4,67f01fa0e63319ca919878ca,clip_context_g4_67f01fa0e63319ca919878ca_584156.csv,2025-07-01_06h50.51.946,People dancing on the dance floor casually,4.0,4.0,4.0,1,2,True,26,Female,United States,United States,English,False,,False,,5,2,
2059,Ele_MED_20,Electronic,movie,MOVIE-Ele_MED_20,clip_context_g4,67f01fa0e63319ca919878ca,clip_context_g4_67f01fa0e63319ca919878ca_584156.csv,2025-07-01_06h50.51.946,Entry scene to a modern city skyline,4.0,4.0,4.0,1,2,True,26,Female,United States,United States,English,False,,False,,5,2,
2060,Ele_MED_19,Electronic,video game,VIDEOGAME-Ele_MED_19,clip_context_g4,67f01fa0e63319ca919878ca,clip_context_g4_67f01fa0e63319ca919878ca_584156.csv,2025-07-01_06h50.51.946,"The beginning of an adventure, everyone gathered together to start the journey",4.0,4.0,4.0,1,3,True,26,Female,United States,United States,English,False,,False,,5,2,
2062,80s_LOW_02,80s,concert ,CONCERT-80s_LOW_02,clip_context_g4,67f01fa0e63319ca919878ca,clip_context_g4_67f01fa0e63319ca919878ca_584156.csv,2025-07-01_06h50.51.946,"A romantic scene, people dancing in each others arms",4.0,4.0,4.0,1,4,True,26,Female,United States,United States,English,False,,False,,5,2,
2064,Ele_LOW_09,Electronic,bar ,BAR-Ele_LOW_09,clip_context_g4,67c4cf035a34c6ef254906e2,clip_context_g4_PR67c4cf035a34c6ef254906e2OLIFIC_PID_597129.csv,2025-07-01_12h29.22.453,I felt really  energetic while listening ,4.0,5.0,4.0,4,5,True,27,Male,United Kingdom,United Kingdom,English,True,French,False,,5,4,The study was really great
2065,Met_LOW_09,Metal,video game,VIDEOGAME-Met_LOW_09,clip_context_g4,67c4cf035a34c6ef254906e2,clip_context_g4_PR67c4cf035a34c6ef254906e2OLIFIC_PID_597129.csv,2025-07-01_12h29.22.453,I thought and felt like being alarmed by the sound,4.0,5.0,4.0,4,5,True,27,Male,United Kingdom,United Kingdom,English,True,French,False,,5,4,The study was really great
2066,Jaz_LOW_19,Jazz,movie,MOVIE-Jaz_LOW_19,clip_context_g4,67c4cf035a34c6ef254906e2,clip_context_g4_PR67c4cf035a34c6ef254906e2OLIFIC_PID_597129.csv,2025-07-01_12h29.22.453,I thought and imagined myself with friends at a party or ceremonial gathering,5.0,4.0,5.0,4,5,True,27,Male,United Kingdom,United Kingdom,English,True,French,False,,5,4,The study was really great
2067,Met_MED_20,Metal,concert ,CONCERT-Met_MED_20,clip_context_g4,67c4cf035a34c6ef254906e2,clip_context_g4_PR67c4cf035a34c6ef254906e2OLIFIC_PID_597129.csv,2025-07-01_12h29.22.453,I thought of watching movie with that sound,4.0,4.0,5.0,5,5,True,27,Male,United Kingdom,United Kingdom,English,True,French,False,,5,4,The study was really great
2069,Ele_MED_19,Electronic,video game,VIDEOGAME-Ele_MED_19,clip_context_g4,67c4cf035a34c6ef254906e2,clip_context_g4_PR67c4cf035a34c6ef254906e2OLIFIC_PID_597129.csv,2025-07-01_12h29.22.453,The sound made me thought of being with my love partner,5.0,4.0,5.0,4,5,True,27,Male,United Kingdom,United Kingdom,English,True,French,False,,5,4,The study was really great
2071,Jaz_MED_07,Jazz,bar ,BAR-Jaz_MED_07,clip_context_g4,67c4cf035a34c6ef254906e2,clip_context_g4_PR67c4cf035a34c6ef254906e2OLIFIC_PID_597129.csv,2025-07-01_12h29.22.453,I thought of being relieved,4.0,5.0,4.0,4,5,True,27,Male,United Kingdom,United Kingdom,English,True,French,False,,5,4,The study was really great
2072,Met_LOW_14,Metal,bar ,BAR-Met_LOW_14,clip_context_g4,67c4cf035a34c6ef254906e2,clip_context_g4_PR67c4cf035a34c6ef254906e2OLIFIC_PID_597129.csv,2025-07-01_12h29.22.453,the sound made me thought and imagined myself in a fight against an opposer,4.0,5.0,4.0,4,5,True,27,Male,United Kingdom,United Kingdom,English,True,French,False,,5,4,The study was really great
2073,Ele_LOW_14,Electronic,concert ,CONCERT-Ele_LOW_14,clip_context_g4,67c4cf035a34c6ef254906e2,clip_context_g4_PR67c4cf035a34c6ef254906e2OLIFIC_PID_597129.csv,2025-07-01_12h29.22.453,I thought of being energized by the sound,4.0,5.0,4.0,4,5,True,27,Male,United Kingdom,United Kingdom,English,True,French,False,,5,4,The study was really great
2074,80s_MED_13,80s,video game,VIDEOGAME-80s_MED_13,clip_context_g4,67c4cf035a34c6ef254906e2,clip_context_g4_PR67c4cf035a34c6ef254906e2OLIFIC_PID_597129.csv,2025-07-01_12h29.22.453,the sound was really interesting and made me feel good,4.0,5.0,4.0,4,4,True,27,Male,United Kingdom,United Kingdom,English,True,French,False,,5,4,The study was really great
2075,80s_LOW_06,80s,movie,MOVIE-80s_LOW_06,clip_context_g4,67c4cf035a34c6ef254906e2,clip_context_g4_PR67c4cf035a34c6ef254906e2OLIFIC_PID_597129.csv,2025-07-01_12h29.22.453,The sound is amazing and I imagined myself dancing with it,5.0,4.0,5.0,4,5,True,27,Male,United Kingdom,United Kingdom,English,True,French,False,,5,4,The study was really great
2076,80s_MED_08,80s,bar ,BAR-80s_MED_08,clip_context_g4,67c4cf035a34c6ef254906e2,clip_context_g4_PR67c4cf035a34c6ef254906e2OLIFIC_PID_597129.csv,2025-07-01_12h29.22.453,The sound is great and me thought of dancing in a party,4.0,5.0,4.0,4,5,True,27,Male,United Kingdom,United Kingdom,English,True,French,False,,5,4,The study was really great
2077,80s_LOW_02,80s,concert ,CONCERT-80s_LOW_02,clip_context_g4,67c4cf035a34c6ef254906e2,clip_context_g4_PR67c4cf035a34c6ef254906e2OLIFIC_PID_597129.csv,2025-07-01_12h29.22.453,The sound was really soothing and made me imagined playing it for my pet to sleep,4.0,5.0,4.0,4,4,True,27,Male,United Kingdom,United Kingdom,English,True,French,False,,5,4,The study was really great
2078,Ele_MED_20,Electronic,movie,MOVIE-Ele_MED_20,clip_context_g4,67c4cf035a34c6ef254906e2,clip_context_g4_PR67c4cf035a34c6ef254906e2OLIFIC_PID_597129.csv,2025-07-01_12h29.22.453,The sound is great and made me imagine sitting all alone somewhere and meditating,4.0,5.0,4.0,4,5,True,27,Male,United Kingdom,United Kingdom,English,True,French,False,,5,4,The study was really great
2079,Met_MED_19,Metal,movie,MOVIE-Met_MED_19,clip_context_g4,67c4cf035a34c6ef254906e2,clip_context_g4_PR67c4cf035a34c6ef254906e2OLIFIC_PID_597129.csv,2025-07-01_12h29.22.453,It is a radical sound indicating to my imagination and thought as fighting with someone ,4.0,4.0,5.0,4,5,True,27,Male,United Kingdom,United Kingdom,English,True,French,False,,5,4,The study was really great
2080,Ele_MED_19,Electronic,video game,VIDEOGAME-Ele_MED_19,clip_context_g4,5ffd2c0699c3912436845113,clip_context_g4_PROLIFIC_PID_059002.csv,2025-07-01_05h57.19.128,"At first, until the percussion other than the piano kicked in, it reminded me of ambient music like in Fallout or Minecraft. Once it kicked in, I was reminded of games like Hexic.",5.0,5.0,1.0,1,4,True,30,Male,United States,United States,English,False,,False,,3,3,
2081,80s_LOW_06,80s,movie,MOVIE-80s_LOW_06,clip_context_g4,5ffd2c0699c3912436845113,clip_context_g4_PROLIFIC_PID_059002.csv,2025-07-01_05h57.19.128,I thought of being in an office or waiting on hold when I heard it. Jazz can invoke that in me sometimes.,5.0,5.0,1.0,1,4,True,30,Male,United States,United States,English,False,,False,,3,3,
2083,Jaz_MED_07,Jazz,bar ,BAR-Jaz_MED_07,clip_context_g4,5ffd2c0699c3912436845113,clip_context_g4_PROLIFIC_PID_059002.csv,2025-07-01_05h57.19.128,"The use of the ""sleighbells"" always invokes winter vibes a little. ",5.0,5.0,1.0,1,4,True,30,Male,United States,United States,English,False,,False,,3,3,
2086,Jaz_LOW_21,Jazz,concert ,CONCERT-Jaz_LOW_21,clip_context_g4,5ffd2c0699c3912436845113,clip_context_g4_PROLIFIC_PID_059002.csv,2025-07-01_05h57.19.128,The instrumentation reminds me of many cartoons I have seen. Fairly OddParents popped into my head especially.,5.0,5.0,1.0,2,4,True,30,Male,United States,United States,English,False,,False,,3,3,
2087,Met_LOW_14,Metal,bar ,BAR-Met_LOW_14,clip_context_g4,5ffd2c0699c3912436845113,clip_context_g4_PROLIFIC_PID_059002.csv,2025-07-01_05h57.19.128,The way this is put together sounds much more like the score from a game than a film or anything you would hear in a bar. Maybe an action game during a boss fight.,5.0,5.0,3.0,1,4,True,30,Male,United States,United States,English,False,,False,,3,3,
2088,80s_MED_13,80s,video game,VIDEOGAME-80s_MED_13,clip_context_g4,5ffd2c0699c3912436845113,clip_context_g4_PROLIFIC_PID_059002.csv,2025-07-01_05h57.19.128,"Very 90s. Clouds, ambient greenery, there are several ""vibes"" I could get from this sample, many interpretations. I thought of those all at different parts.",5.0,5.0,3.0,1,4,True,30,Male,United States,United States,English,False,,False,,3,3,
2090,80s_MED_08,80s,bar ,BAR-80s_MED_08,clip_context_g4,5ffd2c0699c3912436845113,clip_context_g4_PROLIFIC_PID_059002.csv,2025-07-01_05h57.19.128,"It absolutely screamed ""old sitcom intro"" to me, it gave me a bit of a chuckle. Right down to the synth strings, it had all the instrumentation.",5.0,5.0,3.0,1,4,True,30,Male,United States,United States,English,False,,False,,3,3,
2091,Met_MED_19,Metal,movie,MOVIE-Met_MED_19,clip_context_g4,5ffd2c0699c3912436845113,clip_context_g4_PROLIFIC_PID_059002.csv,2025-07-01_05h57.19.128,"I thought of concerts I had attended, and I tried to envision where the piece could fit into a film. Other than credits, it would have to be a high-action part.",5.0,5.0,2.0,1,4,True,30,Male,United States,United States,English,False,,False,,3,3,
2092,Met_LOW_09,Metal,video game,VIDEOGAME-Met_LOW_09,clip_context_g4,5ffd2c0699c3912436845113,clip_context_g4_PROLIFIC_PID_059002.csv,2025-07-01_05h57.19.128,This reminded me of the music one of my good friends used to listen too. Sounded a little too hard to be game music with the vocal there.,5.0,5.0,1.0,1,3,True,30,Male,United States,United States,English,False,,False,,3,3,
2093,Ele_LOW_14,Electronic,concert ,CONCERT-Ele_LOW_14,clip_context_g4,5ffd2c0699c3912436845113,clip_context_g4_PROLIFIC_PID_059002.csv,2025-07-01_05h57.19.128,"I envisioned both games that try to invoke a ""retro"" field, and big music festivals where they like to play electronic music.",5.0,5.0,3.0,1,4,True,30,Male,United States,United States,English,False,,False,,3,3,
2095,80s_LOW_02,80s,concert ,CONCERT-80s_LOW_02,clip_context_g4,5ffd2c0699c3912436845113,clip_context_g4_PROLIFIC_PID_059002.csv,2025-07-01_05h57.19.128,I was reminded of when my mom would listen to music when I was little. Things like this would play sometimes. Sounds very close to the 80s stuff.,5.0,5.0,1.0,1,4,True,30,Male,United States,United States,English,False,,False,,3,3,
2096,Ele_LOW_09,Electronic,bar ,BAR-Ele_LOW_09,clip_context_g4,682a50d2769e21e578e1c3d4,clip_context_g4_PROLIFIC_PID_099470.csv,2025-07-01_06h58.05.833,Thoughts of a big stadium full of people while the audio is being released.,5.0,4.0,4.0,4,5,True,18,Male,United States,United States,English,True,,False,,3,2,No comments
2097,80s_LOW_06,80s,movie,MOVIE-80s_LOW_06,clip_context_g4,682a50d2769e21e578e1c3d4,clip_context_g4_PROLIFIC_PID_099470.csv,2025-07-01_06h58.05.833,The thoughts of the trumpet being played keeps ringing in my mind.,5.0,5.0,5.0,1,5,True,18,Male,United States,United States,English,True,,False,,3,2,No comments
2098,Met_LOW_09,Metal,video game,VIDEOGAME-Met_LOW_09,clip_context_g4,682a50d2769e21e578e1c3d4,clip_context_g4_PROLIFIC_PID_099470.csv,2025-07-01_06h58.05.833,Thoughts of  a concert especially at the start where the musician is starting or entering the stage.,5.0,5.0,1.0,2,5,True,18,Male,United States,United States,English,True,,False,,3,2,No comments
2100,80s_MED_08,80s,bar ,BAR-80s_MED_08,clip_context_g4,682a50d2769e21e578e1c3d4,clip_context_g4_PROLIFIC_PID_099470.csv,2025-07-01_06h58.05.833,Thoughts of kids watching their favourite show from the television.,5.0,5.0,1.0,5,5,True,18,Male,United States,United States,English,True,,False,,3,2,No comments
2101,Met_MED_20,Metal,concert ,CONCERT-Met_MED_20,clip_context_g4,682a50d2769e21e578e1c3d4,clip_context_g4_PROLIFIC_PID_099470.csv,2025-07-01_06h58.05.833,Thoughts of the guitarist on the stage during the live concert in an open place.,5.0,4.0,5.0,1,4,True,18,Male,United States,United States,English,True,,False,,3,2,No comments
2102,Jaz_LOW_19,Jazz,movie,MOVIE-Jaz_LOW_19,clip_context_g4,682a50d2769e21e578e1c3d4,clip_context_g4_PROLIFIC_PID_099470.csv,2025-07-01_06h58.05.833,Thoughts of the actor especially when the actor comes out in the streets meeting people and when he is in a good mood.,5.0,4.0,1.0,4,5,True,18,Male,United States,United States,English,True,,False,,3,2,No comments
2103,80s_LOW_02,80s,concert ,CONCERT-80s_LOW_02,clip_context_g4,682a50d2769e21e578e1c3d4,clip_context_g4_PROLIFIC_PID_099470.csv,2025-07-01_06h58.05.833,Thoughts of live concert when the trumpet is being played and the music is so carrying or smooth.,5.0,4.0,5.0,1,5,True,18,Male,United States,United States,English,True,,False,,3,2,No comments
2105,Jaz_MED_07,Jazz,bar ,BAR-Jaz_MED_07,clip_context_g4,682a50d2769e21e578e1c3d4,clip_context_g4_PROLIFIC_PID_099470.csv,2025-07-01_06h58.05.833,Thoughts of a quite place where or in a bar where people are sitted either 2 and the music played is jazz.,5.0,4.0,5.0,5,5,True,18,Male,United States,United States,English,True,,False,,3,2,No comments
2107,Met_LOW_14,Metal,bar ,BAR-Met_LOW_14,clip_context_g4,682a50d2769e21e578e1c3d4,clip_context_g4_PROLIFIC_PID_099470.csv,2025-07-01_06h58.05.833,Thoughts of a bar with disco lights on flashing all over the place.,4.0,5.0,1.0,5,5,True,18,Male,United States,United States,English,True,,False,,3,2,No comments
2108,Ele_MED_19,Electronic,video game,VIDEOGAME-Ele_MED_19,clip_context_g4,682a50d2769e21e578e1c3d4,clip_context_g4_PROLIFIC_PID_099470.csv,2025-07-01_06h58.05.833,Thoughts of when the game is about start.,4.0,5.0,5.0,5,5,True,18,Male,United States,United States,English,True,,False,,3,2,No comments
2109,Jaz_MED_02,Jazz,video game,VIDEOGAME-Jaz_MED_02,clip_context_g4,682a50d2769e21e578e1c3d4,clip_context_g4_PROLIFIC_PID_099470.csv,2025-07-01_06h58.05.833,The thoughts I had was live on a concert where the music has started because od the slow trumpet sounds. ,5.0,5.0,5.0,4,5,True,18,Male,United States,United States,English,True,,False,,3,2,No comments
2110,Met_MED_19,Metal,movie,MOVIE-Met_MED_19,clip_context_g4,682a50d2769e21e578e1c3d4,clip_context_g4_PROLIFIC_PID_099470.csv,2025-07-01_06h58.05.833,"Thoughts of the steady, full blast eletronic music in a live concert.",5.0,5.0,5.0,5,5,True,18,Male,United States,United States,English,True,,False,,3,2,No comments
2111,80s_MED_13,80s,video game,VIDEOGAME-80s_MED_13,clip_context_g4,682a50d2769e21e578e1c3d4,clip_context_g4_PROLIFIC_PID_099470.csv,2025-07-01_06h58.05.833,The thoughts of a video game especially when you are winning or when a  movie is about to start.,4.0,5.0,5.0,4,4,True,18,Male,United States,United States,English,True,,False,,3,2,No comments
2112,80s_MED_08,80s,bar ,BAR-80s_MED_08,clip_context_g4,5d9b02cd4ce5d302eb84801d,clip_context_g4_PROLIFIC_PID_180674.csv,2025-07-01_13h31.48.850,"It immediately made me think of children's entertainment, at somewhere like Butlins where they put on entertainment for the children with masked characters roaming around. I imagined a large room with banquet tables, children running around interacting with different characters.",1.0,4.0,3.0,1,3,True,30,Female,United Kingdom,United Kingdom,English,False,,False,,3,2,No
2113,Ele_MED_19,Electronic,video game,VIDEOGAME-Ele_MED_19,clip_context_g4,5d9b02cd4ce5d302eb84801d,clip_context_g4_PROLIFIC_PID_180674.csv,2025-07-01_13h31.48.850,"I imagined walking through a forest at night time at first, with a crackling fire nearby, then the pace of the music picked up and I imagined myself walking with more purpose and admiring the night sky.",2.0,4.0,4.0,1,4,True,30,Female,United Kingdom,United Kingdom,English,False,,False,,3,2,No
2114,Ele_LOW_09,Electronic,bar ,BAR-Ele_LOW_09,clip_context_g4,5d9b02cd4ce5d302eb84801d,clip_context_g4_PROLIFIC_PID_180674.csv,2025-07-01_13h31.48.850,"It sounded to me like music from a video game, something futuristic like Tron, and the suspense built while I imagined fighting off robots in a futuristic setting.",4.0,4.0,2.0,1,3,True,30,Female,United Kingdom,United Kingdom,English,False,,False,,3,2,No
2115,Jaz_LOW_19,Jazz,movie,MOVIE-Jaz_LOW_19,clip_context_g4,5d9b02cd4ce5d302eb84801d,clip_context_g4_PROLIFIC_PID_180674.csv,2025-07-01_13h31.48.850,"At first I imagined a Jazz bar but then my mind switched to an upmarket restaurant, lit by candlelight with people in suits and dresses at circular tables watching the band with champagne glasses.",5.0,4.0,5.0,1,5,True,30,Female,United Kingdom,United Kingdom,English,False,,False,,3,2,No
2116,Jaz_MED_07,Jazz,bar ,BAR-Jaz_MED_07,clip_context_g4,5d9b02cd4ce5d302eb84801d,clip_context_g4_PROLIFIC_PID_180674.csv,2025-07-01_13h31.48.850,"I imagined a scene in a movie, of the character walking down a street in New York after a sad event, looking melancholy and getting rained on. Everything seemed quite grey and reflecting the mood of the character.",5.0,5.0,2.0,1,3,True,30,Female,United Kingdom,United Kingdom,English,False,,False,,3,2,No
2117,Met_LOW_14,Metal,bar ,BAR-Met_LOW_14,clip_context_g4,5d9b02cd4ce5d302eb84801d,clip_context_g4_PROLIFIC_PID_180674.csv,2025-07-01_13h31.48.850,"I immediately thought of the TV show Stranger Things, of an inspiring fight scene between the protagonists and the villain. Lots of red and orange colours, 80s style clothing and lots of cut scenes to different protagonists winning their portion of the fight.",5.0,4.0,2.0,1,5,True,30,Female,United Kingdom,United Kingdom,English,False,,False,,3,2,No
2119,Met_MED_19,Metal,movie,MOVIE-Met_MED_19,clip_context_g4,5d9b02cd4ce5d302eb84801d,clip_context_g4_PROLIFIC_PID_180674.csv,2025-07-01_13h31.48.850,"I imagined myself at a large rock gig, in a huge crowd surrounded by like-minded people, getting lost in the music and the atmosphere. It put a smile on my face and I could imagine exactly how I would feel in that moment.",5.0,5.0,1.0,1,5,True,30,Female,United Kingdom,United Kingdom,English,False,,False,,3,2,No
2120,80s_MED_13,80s,video game,VIDEOGAME-80s_MED_13,clip_context_g4,5d9b02cd4ce5d302eb84801d,clip_context_g4_PROLIFIC_PID_180674.csv,2025-07-01_13h31.48.850,"I imagined a fantasy movie like Labyrinth, with mysterious creatures in the scene, beautiful scenery and a character going on a journey to discover the mysterious land but also themselves.",5.0,3.0,2.0,3,5,True,30,Female,United Kingdom,United Kingdom,English,False,,False,,3,2,No
2121,80s_LOW_02,80s,concert ,CONCERT-80s_LOW_02,clip_context_g4,5d9b02cd4ce5d302eb84801d,clip_context_g4_PROLIFIC_PID_180674.csv,2025-07-01_13h31.48.850,"I imagined a character in a movie, fresh from a break up, sitting alone at a darkly lit bar with a glass of whisky looking melancholy and lost.",5.0,5.0,2.0,1,3,True,30,Female,United Kingdom,United Kingdom,English,False,,False,,3,2,No
2122,Jaz_LOW_21,Jazz,concert ,CONCERT-Jaz_LOW_21,clip_context_g4,5d9b02cd4ce5d302eb84801d,clip_context_g4_PROLIFIC_PID_180674.csv,2025-07-01_13h31.48.850,"I imagined a children's film like The Jungle Book, with Baloo dancing around joyfully with the other characters in an open area of the jungle.",5.0,4.0,2.0,1,4,True,30,Female,United Kingdom,United Kingdom,English,False,,False,,3,2,No
2123,Jaz_MED_02,Jazz,video game,VIDEOGAME-Jaz_MED_02,clip_context_g4,5d9b02cd4ce5d302eb84801d,clip_context_g4_PROLIFIC_PID_180674.csv,2025-07-01_13h31.48.850,"I imagined a couple in elegant formalwear dancing in a ballroom, surrounded by other couples dancing but looking only into each others' eyes.",5.0,5.0,3.0,1,3,True,30,Female,United Kingdom,United Kingdom,English,False,,False,,3,2,No
2124,80s_LOW_06,80s,movie,MOVIE-80s_LOW_06,clip_context_g4,5d9b02cd4ce5d302eb84801d,clip_context_g4_PROLIFIC_PID_180674.csv,2025-07-01_13h31.48.850,"I imagined a scene at the end of an 80s movie, where the main characters of high school age are all dancing together at a dance, with a montage of each character and how their story continued beyond the film.",5.0,4.0,1.0,1,3,True,30,Female,United Kingdom,United Kingdom,English,False,,False,,3,2,No
2125,Met_MED_20,Metal,concert ,CONCERT-Met_MED_20,clip_context_g4,5d9b02cd4ce5d302eb84801d,clip_context_g4_PROLIFIC_PID_180674.csv,2025-07-01_13h31.48.850,"I imagined being a passenger in a car on a late night road trip, on a hot day with the windows down dancing along and playing air guitar to the music, while laughing with the driver. Feeling carefree and happy.",5.0,5.0,4.0,1,5,True,30,Female,United Kingdom,United Kingdom,English,False,,False,,3,2,No
2126,Met_LOW_09,Metal,video game,VIDEOGAME-Met_LOW_09,clip_context_g4,5d9b02cd4ce5d302eb84801d,clip_context_g4_PROLIFIC_PID_180674.csv,2025-07-01_13h31.48.850,"I imagined it as the build up to a fight scene, with the main protagonist standing on a dirt track outside a biker's bar, ready to fight as the bikers slowly leave the building looking menacing.",5.0,5.0,2.0,1,4,True,30,Female,United Kingdom,United Kingdom,English,False,,False,,3,2,No
2127,Ele_LOW_14,Electronic,concert ,CONCERT-Ele_LOW_14,clip_context_g4,5d9b02cd4ce5d302eb84801d,clip_context_g4_PROLIFIC_PID_180674.csv,2025-07-01_13h31.48.850,I imagined an old school arcade game like Pacman having this in the background as you're playing. An arcade game with a simple and repetitive yet enjoyable premise.,5.0,5.0,1.0,1,3,True,30,Female,United Kingdom,United Kingdom,English,False,,False,,3,2,No
2128,Met_MED_19,Metal,movie,MOVIE-Met_MED_19,clip_context_g4,6658b838fa019e8f175c7bf4,clip_context_g4_PROLIFIC_PID_223589.csv,2025-07-01_11h09.47.734,I imagined a music clip like this to be on a montage action packed film. It has uplifting beats and makes you sorta hyped up.,4.0,3.0,1.0,1,4,True,27,Male,United Kingdom,United Kingdom,Enlish,True,Welsh,False,,5,2,nothing further.
2129,Jaz_LOW_21,Jazz,concert ,CONCERT-Jaz_LOW_21,clip_context_g4,6658b838fa019e8f175c7bf4,clip_context_g4_PROLIFIC_PID_223589.csv,2025-07-01_11h09.47.734,To me this screams out elevator music or an old classical black and white film that just has people moving around normally.,5.0,4.0,1.0,1,3,True,27,Male,United Kingdom,United Kingdom,Enlish,True,Welsh,False,,5,2,nothing further.
2130,Ele_MED_20,Electronic,movie,MOVIE-Ele_MED_20,clip_context_g4,6658b838fa019e8f175c7bf4,clip_context_g4_PROLIFIC_PID_223589.csv,2025-07-01_11h09.47.734,To me this is like a reflection scene of a character of the film or sometimes a sad moment.,4.0,4.0,4.0,1,3,True,27,Male,United Kingdom,United Kingdom,Enlish,True,Welsh,False,,5,2,nothing further.
2131,80s_MED_08,80s,bar ,BAR-80s_MED_08,clip_context_g4,6658b838fa019e8f175c7bf4,clip_context_g4_PROLIFIC_PID_223589.csv,2025-07-01_11h09.47.734,I kind get the feeling this type of music is from like an oldschool teenage kicks film. where it plays when some kids go into school.,5.0,5.0,5.0,1,2,True,27,Male,United Kingdom,United Kingdom,Enlish,True,Welsh,False,,5,2,nothing further.
2132,Jaz_MED_02,Jazz,video game,VIDEOGAME-Jaz_MED_02,clip_context_g4,6658b838fa019e8f175c7bf4,clip_context_g4_PROLIFIC_PID_223589.csv,2025-07-01_11h09.47.734,Reminds me of some people playing in an old classical scene in a cafe.,4.0,3.0,4.0,1,2,True,27,Male,United Kingdom,United Kingdom,Enlish,True,Welsh,False,,5,2,nothing further.
2133,Jaz_MED_07,Jazz,bar ,BAR-Jaz_MED_07,clip_context_g4,6658b838fa019e8f175c7bf4,clip_context_g4_PROLIFIC_PID_223589.csv,2025-07-01_11h09.47.734,"I imagine an american blue's music club, with an older man playing a piano during the late hours.",3.0,4.0,2.0,1,3,True,27,Male,United Kingdom,United Kingdom,Enlish,True,Welsh,False,,5,2,nothing further.
2135,Jaz_LOW_19,Jazz,movie,MOVIE-Jaz_LOW_19,clip_context_g4,6658b838fa019e8f175c7bf4,clip_context_g4_PROLIFIC_PID_223589.csv,2025-07-01_11h09.47.734,"I imagine a scene where in the intro of a cop film, you see a cop card going through traffic in a night time scenario.",5.0,5.0,2.0,1,3,True,27,Male,United Kingdom,United Kingdom,Enlish,True,Welsh,False,,5,2,nothing further.
2136,Ele_MED_19,Electronic,video game,VIDEOGAME-Ele_MED_19,clip_context_g4,6658b838fa019e8f175c7bf4,clip_context_g4_PROLIFIC_PID_223589.csv,2025-07-01_11h09.47.734,I'm imaging this music to be playing during a short add about the olympics. Showing mutliple quick different athletes in different sporting enviroments that they partake in.,3.0,3.0,2.0,1,1,True,27,Male,United Kingdom,United Kingdom,Enlish,True,Welsh,False,,5,2,nothing further.
